paperid,doi,year,date,doctype,cited_by_count,is_retracted,reference_count,citation_count,C3,C5,C10,disruption,Atyp_Median_Z,Atyp_10pct_Z,Atyp_Pairs,WSB_mu,WSB_sigma,WSB_Cinf,SB_B,SB_T,team_size,institution_count,patent_count,newsfeed_count,nct_count,nih_count,nsf_count
W3104133503,https://doi.org/10.1103/physrevapplied.11.044077,2019,2019-04-24,article,6,False,41,6,5,6,6,-0.0013100436681222,760.7749670919457,38.55915646073147,136.0,,,,0.0,0.0,3,1,0,0,0,0,0
W2512405872,https://doi.org/10.1186/s13012-017-0575-y,2017,2017-04-01,article,146,False,0,145,87,144,145,0.0,,,,,,,1.1877156659765356,2.0,0,0,0,0,0,0,0
W3179656788,,2021,2021-06-21,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4404565283,https://doi.org/10.1109/uemcon62879.2024.10754761,2024,2024-10-17,preprint,0,False,17,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2513607963,https://doi.org/10.1186/s13660-016-1140-y,2016,2016-08-12,article,4,False,20,4,1,3,4,-0.0036429872495446,112.107554219991,20.771110331184605,55.0,,,,0.0,0.0,4,3,0,0,0,0,0
W2569961168,https://doi.org/10.1080/1354750x.2016.1276966,2017,2017-01-05,article,4,False,26,4,2,3,4,0.0,16.315473420006192,-12.21070473506882,105.0,,,,0.0,0.0,13,12,0,0,0,0,0
W3013762811,,2020,2020-03-26,article,4,False,0,3,3,3,3,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W4389219195,https://doi.org/10.1016/j.brat.2023.104443,2023,2023-12-01,article,20,False,129,18,18,18,18,-0.000456308464522,18.40825477268461,-8.180323034531657,1830.0,,,,0.0,0.0,57,35,0,0,0,0,0
W2063848408,https://doi.org/10.1001/jamaophthalmol.2014.5622,2015,2015-01-29,article,18,False,11,18,9,10,17,-0.0211764705882352,552.4600925763915,289.1621621621622,10.0,,,,5.333333333333333,2.0,195,48,0,0,0,0,0
W2989931406,https://doi.org/10.21037/qims.2019.10.09,2019,2019-12-25,article,17,False,45,16,14,16,16,-0.0017675651789659,246.9318945462851,7.340166808764485,153.0,,,,0.0,0.0,6,4,0,0,0,0,0
W2884241291,https://doi.org/10.1136/bjsports-2017-098799,2018,2018-07-26,article,51,False,37,51,30,43,51,-0.0030838815789473,78.70761437005245,0.1172343953293134,153.0,,,,0.6428571428571429,1.0,25,27,0,0,0,0,0
W4396910121,https://doi.org/10.2139/ssrn.4824719,2024,2024-01-01,article,1,False,62,1,1,1,1,-0.0002920560747663,520.040379497759,7.958445780122556,276.0,,,,0.0,0.0,4,4,0,0,0,0,0
W3134316029,https://doi.org/10.2139/ssrn.3596593,2020,2020-01-01,article,1,False,0,1,1,1,1,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W4206335317,https://doi.org/10.2139/ssrn.3963636,2021,2021-01-01,article,1,False,0,1,1,1,1,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W4210802975,https://doi.org/10.1093/arclin/acac012,2022,2022-02-07,article,1,False,86,1,1,1,1,-0.0001501501501501,45.67564240998663,-0.0089512765380841,1326.0,,,,0.0,0.0,6,3,0,0,0,0,0
W2792047439,https://doi.org/10.1155/2018/8491092,2018,2018-01-01,article,11,False,34,10,2,7,10,4.439708755105665e-05,57.47202927818005,3.701284174941397,171.0,,,,1.0,1.0,11,10,0,0,0,0,0
W2484353070,https://doi.org/10.1186/s41073-016-0012-9,2016,2016-07-01,article,10,False,14,9,5,5,9,0.002132845825716,1.6384310831409663,-32.98035779769946,45.0,,,,1.0,1.0,305,152,0,0,0,0,0
W4293230564,https://doi.org/10.1111/1911-3846.12820,2022,2022-08-26,article,10,False,48,10,8,8,8,-0.0003657644476956,2183.442877524833,240.5312959841736,105.0,,,,7.5,3.0,2,2,0,0,0,0,0
W2767147736,https://doi.org/10.1038/s41598-017-13930-y,2017,2017-10-19,article,9,False,56,9,4,7,9,-6.473467568389873e-06,12.801707734916953,-11.772132893325445,378.0,,,,0.0,0.0,310,81,0,0,0,0,0
W2802672130,https://doi.org/10.1509/jmr.15.0010,2018,2018-05-01,article,16,False,23,16,9,13,16,-0.0007465472191116,460.8883700253013,94.451642679617,28.0,,,,0.75,1.0,2,3,0,0,0,0,0
W2804124923,https://doi.org/10.1016/j.ecresq.2018.03.015,2018,2018-05-18,article,40,False,54,40,14,31,40,-0.001296481819789,247.8942388470512,26.75821648688051,231.0,,,,2.395833333333333,3.0,7,4,0,0,0,0,1
W4386745843,https://doi.org/10.1037/cps0000173,2023,2023-09-14,article,3,False,84,3,3,3,3,-0.000578927055191,352.86301461985806,34.230842565595474,406.0,,,,0.0,0.0,8,5,0,0,0,1,0
W4389170306,https://doi.org/10.2139/ssrn.4634513,2023,2023-01-01,article,3,False,61,3,3,3,3,-1.7578708668061245e-05,21.244556042520387,-8.275278163034981,78.0,,,,0.0,0.0,35,18,0,0,0,0,0
W4391759622,https://doi.org/10.2139/ssrn.4717473,2024,2024-01-01,preprint,3,False,54,3,1,1,1,-0.0003186743148502,,,,,,,0.0,0.0,2,2,0,0,0,0,0
W3047288244,https://doi.org/10.25270/jic/20.00037,2020,2020-08-01,article,2,False,0,2,2,2,2,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W2767079160,https://doi.org/10.1021/acscatal.7b01788,2017,2017-10-19,article,95,False,55,93,27,62,93,-0.0004046488178947,289.9183685967621,9.959077749241237,253.0,,,,0.2363053613053612,3.0,13,6,3,0,0,0,0
W3007289092,https://doi.org/10.1038/s41598-020-59669-x,2020,2020-02-19,article,92,False,22,93,64,93,93,1.5186819576244344e-05,134.49256561211604,-5.475406357638263,45.0,,,,0.0954248366013072,1.0,305,80,0,0,0,1,0
W2333623410,https://doi.org/10.18632/oncotarget.6721,2015,2015-12-22,article,82,False,41,82,26,44,82,-0.0025278304409119,93.59067965094178,-2.495157360195312,276.0,,,,0.1638888888888889,4.0,10,14,1,0,0,0,0
W4319454811,https://doi.org/10.1016/j.wneu.2022.09.099,2023,2023-02-01,article,3,False,68,3,3,3,3,-0.0004661280298321,20.825245053936417,-2.806451612903225,300.0,,,,0.0,0.0,9,8,0,0,0,0,0
W3168496452,https://doi.org/10.2139/ssrn.3422211,2019,2019-01-01,article,2,False,72,2,1,2,2,-0.000255004462578,643.3163889367415,86.88377989470308,378.0,,,,0.0,0.0,2,3,0,0,0,0,0
W4365137153,https://doi.org/10.1007/s12671-023-02109-4,2023,2023-04-01,article,2,False,60,2,2,2,2,-0.000229805814087,83.1580443004893,3.828101565579566,351.0,,,,0.0,0.0,5,3,0,0,0,0,0
W4394863138,https://doi.org/10.2139/ssrn.4793232,2024,2024-01-01,article,0,False,31,0,0,0,0,0.0,4937.267294374448,277.9510958436836,66.0,,,,,,0,0,0,0,0,0,0
W4235264552,https://doi.org/10.1515/9781618114389-fm,2019,2019-12-03,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4244161498,https://doi.org/10.1515/9781618115645-fm,2019,2019-12-04,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2763951488,https://doi.org/10.2139/ssrn.3048104,2017,2017-01-01,article,69,False,1,68,40,54,68,0.8395061728395061,,,,,,,-0.2857142857142857,1.0,2,3,0,0,0,0,0
W2581917360,https://doi.org/10.1007/978-3-319-55471-6_5,2017,2017-01-01,book-chapter,58,False,22,58,28,40,58,-0.0087958115183246,,,,,,,1.0714285714285714,2.0,1,1,2,0,0,0,0
W3110897762,https://doi.org/10.1002/jcpy.1209,2020,2020-12-05,article,58,False,69,57,38,56,56,-0.0025013027618551,36.93476381539181,-30.99222264153966,528.0,,,,1.0098717948717952,1.0,2,2,0,0,0,0,0
W3122901128,https://doi.org/10.2139/ssrn.2818410,2016,2016-01-01,article,1,False,28,1,1,1,1,-0.0001744287458573,118.06782096659992,-8.609295406019752,91.0,,,,0.0,0.0,3,5,0,0,0,0,0
W3131553318,https://doi.org/10.1002/mrm.28702,2021,2021-02-22,article,1,False,39,1,1,1,1,0.000161786118751,1735.617765324121,5.34199173095606,66.0,,,,0.0,0.0,7,6,0,0,0,0,1
W3149573408,https://doi.org/10.1007/978-3-030-80383-4_13,2022,2022-01-01,book-chapter,1,False,65,1,1,1,1,8.019889325527307e-05,,,,,,,0.0,0.0,3,2,0,0,0,0,0
W3213310350,https://doi.org/10.2139/ssrn.3951001,2021,2021-01-01,article,1,False,21,1,1,1,1,0.001031991744066,155.16450714336682,0.1622649997537461,66.0,,,,0.0,0.0,9,8,0,0,0,0,0
W3211686762,https://doi.org/10.1080/09515070.2021.1997916,2021,2021-11-11,article,0,False,68,0,0,0,0,0.0,152.987636493083,12.796717581522383,276.0,,,,,,0,0,0,0,0,0,0
W2175896411,https://doi.org/10.2139/ssrn.2649441,2015,2015-01-01,article,14,False,1,13,7,12,13,0.6190476190476191,,,,,,,0.0,0.0,1,1,0,0,0,0,0
W2621825096,https://doi.org/10.1007/978-3-319-68109-2_12,2017,2017-11-18,book-chapter,13,False,91,11,9,11,11,-0.0002373981166416,,,,,,,0.25,1.0,2,2,0,0,0,0,0
W3090611070,https://doi.org/10.1103/physrevresearch.2.043005,2020,2020-10-01,article,13,False,44,13,12,13,13,-0.0006367624168671,358.7868537180885,2.783873326819096,153.0,,,,0.0,0.0,4,2,0,0,0,0,1
W3110919836,https://doi.org/10.1002/jcpy.1213,2020,2020-12-05,article,13,False,9,13,11,13,13,-0.001676289811883,59.00440939582349,-15.10919928997631,36.0,,,,-0.125,1.0,2,2,0,0,0,0,0
W2951048608,https://doi.org/10.2139/ssrn.2903278,2017,2017-01-01,article,18,False,17,18,5,11,18,0.0004924895345973,6.0049240286798735,-21.096935617354923,78.0,,,,4.714285714285714,1.0,1,1,0,0,0,0,0
W3102397681,https://doi.org/10.1063/1.4922834,2015,2015-06-24,article,18,False,71,18,6,12,18,-8.766848787513502e-06,0.049029033784546,-25.54664795466237,595.0,,,,2.1,4.0,1,3,0,0,0,0,0
W3128923614,https://doi.org/10.1002/jclp.23117,2021,2021-02-01,article,18,False,28,18,18,18,18,-0.0121580547112462,362.6245078637267,176.6493702224834,21.0,,,,0.0,0.0,4,5,0,0,0,0,0
W2913418986,https://doi.org/10.1016/b978-0-12-813521-1.00017-5,2019,2019-01-01,book-chapter,4,False,21,4,2,4,4,-0.0016207455429497,,,,,,,3.5,3.0,1,1,0,0,0,0,0
W3013517570,https://doi.org/10.1080/00797308.2020.1690867,2020,2020-01-01,article,4,False,54,4,3,4,4,0.0,48.20179307221888,5.0137741307804005,325.0,,,,0.0,0.0,2,3,0,0,0,0,0
W2606751507,https://doi.org/10.1038/srep46622,2017,2017-04-18,article,27,False,101,27,17,23,27,-0.0004897319533775,319.2244237486065,25.848198384476355,465.0,,,,0.2,1.0,3,2,0,0,0,0,0
W3100081594,https://doi.org/10.1088/1361-6544/30/1/329,2016,2016-12-01,article,27,False,53,27,10,18,27,-0.0083696016069635,146.98904328606895,15.014186139237296,153.0,,,,2.5,1.0,3,4,0,1,0,0,2
W4224230492,https://doi.org/10.21203/rs.3.rs-1551577/v1,2022,2022-04-19,preprint,1,False,39,1,1,1,1,-3.394663588838346e-05,,,,,,,0.0,0.0,7,2,0,0,0,0,0
W4245572809,https://doi.org/10.1007/978-3-319-68990-6_6,2017,2017-01-01,book-chapter,1,False,5,1,1,1,1,0.0030864197530864,,,,,,,0.0,0.0,2,2,0,0,0,0,0
W4285041386,https://doi.org/10.1002/jclp.23396,2022,2022-07-12,article,1,False,55,1,1,1,1,-0.0004681647940074,139.94430976665527,8.890462450325357,210.0,,,,0.0,0.0,2,1,0,0,0,0,0
W4286007479,https://doi.org/10.1080/01488376.2022.2101583,2022,2022-07-21,article,1,False,2,1,1,1,1,0.0238095238095238,12.211209455399423,12.211209455399423,1.0,,,,0.0,0.0,1,1,0,0,0,0,0
W4312279772,https://doi.org/10.2139/ssrn.4266296,2022,2022-01-01,article,1,False,2,1,1,1,1,0.0384615384615384,232.4345643596537,232.4345643596537,1.0,,,,0.0,0.0,1,1,0,0,0,0,0
W4353070493,https://doi.org/10.1080/15332985.2023.2192318,2023,2023-03-22,review,1,False,54,1,1,1,1,-2.2890104607778056e-05,,,,,,,0.0,0.0,2,2,0,0,0,0,0
W2759008506,https://doi.org/10.1016/j.jamda.2017.07.003,2017,2017-09-21,article,2,False,7,1,1,1,1,0.0002863688430698,184.83703482099065,149.62897801873513,3.0,,,,0.0,0.0,15,15,0,0,0,0,0
W3124043399,https://doi.org/10.1016/j.geb.2016.09.008,2016,2016-09-30,article,2,False,14,1,0,0,1,-0.0002754820936639,372.774934180507,-1.4575751997408777,15.0,,,,0.0,0.0,1,1,0,0,0,0,0
W3199265633,https://doi.org/10.1007/978-3-662-63958-0_5,2021,2021-01-01,book-chapter,2,False,1,2,2,2,2,0.0476190476190476,,,,,,,0.0,0.0,2,2,0,0,0,0,0
W3201449750,https://doi.org/10.2139/ssrn.3434345,2019,2019-01-01,article,2,False,0,2,1,2,2,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W4214661895,https://doi.org/10.1177/00221678221076574,2022,2022-03-01,article,2,False,51,2,2,2,2,-0.0003942440370589,10.955112630804996,0.9862043656699038,276.0,,,,0.0,0.0,2,2,0,0,0,0,0
W4246074170,https://doi.org/10.1016/j.drugalcdep.2016.08.586,2017,2017-01-21,article,2,False,0,2,1,1,2,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W3122933663,https://doi.org/10.1016/j.jet.2018.08.002,2018,2018-08-08,article,11,False,67,10,6,7,8,-0.0009539709038874,1073.1607945266594,221.5016474358452,136.0,,,,3.5,3.0,1,1,0,0,0,0,0
W2490197563,https://doi.org/10.5131/ajcl.2016.0017,2016,2016-07-01,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2766287621,https://doi.org/10.1017/ajil.2017.45,2017,2017-07-01,article,0,False,10,0,0,0,0,0.0,22.563327202339508,10.181099751720314,3.0,,,,,,0,0,0,0,0,0,0
W2793104962,https://doi.org/10.1016/b978-0-323-35876-7.00017-0,2018,2018-01-01,book-chapter,0,False,62,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2898596920,https://doi.org/10.1016/j.apmr.2018.08.025,2018,2018-10-26,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2475670932,https://doi.org/10.1007/978-3-319-29351-6_7,2016,2016-01-01,book-chapter,1,False,0,1,0,1,1,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W2595889937,https://doi.org/10.1007/978-3-319-55023-7_7,2017,2017-01-01,book-chapter,1,False,71,1,1,1,1,-9.34833679065989e-07,,,,,,,0.0,0.0,1,1,0,0,0,0,0
W262484597,,2015,2015-05-18,article,1,False,0,1,0,0,1,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W2769136731,https://doi.org/10.1007/978-3-319-68990-6_4,2017,2017-01-01,book-chapter,1,False,71,1,1,1,1,-9.67305088024763e-05,,,,,,,0.0,0.0,2,2,0,0,0,0,0
W2771015826,https://doi.org/10.1007/978-3-319-68990-6_3,2017,2017-01-01,book-chapter,1,False,56,1,0,0,1,-0.0002443792766373,,,,,,,0.0,0.0,2,2,0,0,0,0,0
W2735685728,https://doi.org/10.1016/j.actpsy.2017.06.008,2017,2017-07-19,article,9,False,33,9,3,5,9,-0.0014571190674437,666.8831216904096,218.43986985938727,66.0,,,,6.0,4.0,4,3,0,0,0,0,0
W3207607446,https://doi.org/10.1088/1367-2630/ac2e3c,2021,2021-10-08,article,9,False,47,9,9,9,9,-0.000866050808314,290.90883456067377,0.3495633186072457,210.0,,,,0.0,0.0,5,4,0,0,0,0,0
W4389445497,https://doi.org/10.1212/wnl.96.15_supplement.4889,2021,2021-04-13,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2466789682,https://doi.org/10.1039/c6cp04030f,2016,2016-01-01,article,26,False,61,25,17,22,25,-0.0002888503755054,100.20728748036936,-21.52980983331012,595.0,,,,0.625,1.0,5,5,1,0,0,0,0
W1744028775,https://doi.org/10.1586/17434440.2015.1052406,2015,2015-06-15,review,25,False,104,25,7,13,25,-0.0017301038062283,,,,,,,0.4166666666666665,1.0,3,4,0,0,0,0,0
W3036271934,https://doi.org/10.1016/j.brat.2020.103658,2020,2020-06-19,article,24,False,70,24,19,24,24,-0.0006263456645136,146.94692636443818,17.39216128894782,435.0,,,,0.0,0.0,3,3,0,0,0,0,0
W4226275247,https://doi.org/10.1016/b978-0-12-821671-2.00008-8,2021,2021-12-03,book-chapter,0,False,24,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4226337527,https://doi.org/10.1080/14725886.2021.2025352,2022,2022-04-05,article,0,False,39,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4249154086,https://doi.org/10.1017/cbo9781139032612.010,2015,2015-09-18,book-chapter,0,False,14,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2514374389,https://doi.org/10.1016/j.acalib.2015.08.005,2015,2015-09-01,article,3,False,10,3,3,3,3,0.0040595399188092,221.35943621178652,169.33855390902397,3.0,,,,0.0,0.0,1,1,0,0,0,0,0
W2559984383,https://doi.org/10.1080/00344087.2016.1224002,2016,2016-12-07,article,3,False,40,3,1,1,3,-5.517850245544336e-05,90.56846613928894,11.155919749377253,153.0,,,,5.999999999999999,4.0,2,1,0,0,0,0,0
W2580710093,https://doi.org/10.2139/ssrn.2902743,2017,2017-01-01,article,3,False,1,3,0,2,3,0.4285714285714285,,,,,,,0.0,0.0,4,4,0,0,0,0,0
W4200233415,https://doi.org/10.1002/aur.2654,2021,2021-12-14,article,3,False,44,3,3,3,3,2.2531149313926503e-05,57.16479642586479,-0.3824723387790029,300.0,,,,1.5,1.0,4,5,0,0,0,0,0
W4248958206,https://doi.org/10.2139/ssrn.3943709,2021,2021-01-01,article,3,False,48,3,3,3,3,-0.0016910935738444,508.23453118970696,-14.912972139267438,153.0,,,,0.0,0.0,3,4,0,0,0,0,0
W4390910347,https://doi.org/10.1080/02770903.2024.2304615,2024,2024-01-16,article,3,False,35,2,2,2,2,0.0003861003861003,13.088387908141655,-3.450555568658237,153.0,,,,0.0,0.0,16,5,0,0,0,0,0
W3161317927,https://doi.org/10.2139/ssrn.3747616,2020,2020-01-01,article,10,False,62,10,9,10,10,-0.0006027727546714,42.884364471145325,-21.14501401379276,496.0,,,,0.0,0.0,2,2,0,0,0,0,0
W2213547243,https://doi.org/10.1016/j.langcom.2015.11.001,2015,2015-12-23,article,16,False,24,16,6,12,16,-0.000140835152454,5.542055416602123,-9.538995054889671,36.0,,,,1.5,1.0,3,3,0,0,0,0,0
W2410239170,https://doi.org/10.7589/2015-11-311,2016,2016-05-31,article,16,False,16,15,5,9,15,-0.0121495327102803,66.11133618967571,25.698378022113545,28.0,,,,0.0,0.0,8,3,0,0,0,0,0
W2915982222,https://doi.org/10.1016/j.ejor.2019.02.034,2019,2019-02-26,article,16,False,23,16,11,16,16,-0.0051635111876075,358.00179352990875,-0.4034732923929643,78.0,,,,0.3888888888888887,2.0,3,2,0,0,0,0,0
W1997993796,https://doi.org/10.1016/j.childyouth.2015.01.007,2015,2015-01-17,article,15,False,49,15,7,12,15,-7.386693399461826e-05,74.84057129065165,3.0,210.0,,,,0.0,0.0,4,2,0,0,0,0,0
W2605165352,https://doi.org/10.1080/15388220.2017.1315308,2017,2017-04-05,article,15,False,40,15,7,13,15,-6.250390649415588e-05,30.467781578016385,3.721889173040144,210.0,,,,3.0,2.0,3,4,0,0,0,0,0
W2902865996,https://doi.org/10.1111/exd.13849,2018,2018-11-28,article,15,False,72,15,8,12,14,-0.0037464876678114,317.57142857142856,7.972723951506955,300.0,,,,0.75,1.0,30,27,0,0,0,0,0
W2966626356,https://doi.org/10.1016/j.jet.2019.07.011,2019,2019-08-01,article,6,False,40,6,3,6,6,-6.261201681132651e-06,1144.255838354701,374.2549377335369,78.0,,,,1.5,3.0,2,2,0,0,0,0,0
W3003438997,https://doi.org/10.1088/1367-2630/ab8263,2020,2020-03-23,article,6,False,35,6,6,6,6,-8.814067251333127e-05,435.78764803931614,66.31898007884047,78.0,,,,0.0,0.0,4,3,0,0,0,0,0
W3169647704,https://doi.org/10.1016/j.msard.2021.103079,2021,2021-06-11,article,6,False,37,6,6,6,6,-0.0003494263583949,71.82397411671504,4.181739274085788,136.0,,,,0.0,0.0,5,8,0,0,0,0,0
W3211829725,https://doi.org/10.1080/09515070.2021.2000941,2021,2021-11-11,article,6,False,49,6,6,6,6,-0.0013214403700033,116.24528169883448,10.291211606838656,231.0,,,,0.0,0.0,6,5,0,0,0,0,0
W4240661025,https://doi.org/10.1007/978-3-319-68990-6_5,2017,2017-01-01,book-chapter,6,False,38,6,3,3,3,9.019572472264814e-05,,,,,,,0.0,0.0,2,2,0,0,0,0,0
W2898706297,,2018,2018-01-01,article,7,False,0,7,3,4,7,0.0,,,,,,,5.1,4.0,0,0,0,0,0,0,0
W2940493967,https://doi.org/10.1007/978-3-030-19432-1_6,2019,2019-01-01,book-chapter,7,False,35,7,5,7,7,-0.001165695253955,,,,,,,0.0,0.0,2,2,0,0,0,0,0
W2996468376,https://doi.org/10.1016/j.jns.2019.116640,2019,2019-12-19,article,7,False,42,7,6,7,7,-0.0001346827259783,94.8808342259493,2.498880007121328,210.0,,,,0.0,0.0,2,6,0,0,0,0,0
W3214191366,https://doi.org/10.3389/fpsyg.2021.682174,2021,2021-11-18,article,7,False,39,7,7,7,7,-5.654829224157431e-05,29.764090870545623,-7.075335322504658,120.0,,,,0.0,0.0,9,5,0,0,0,0,0
W1822320179,https://doi.org/10.1016/j.jebo.2015.09.012,2015,2015-10-28,article,6,False,30,6,3,4,6,0.0,141.94055541798406,8.59855274389926,136.0,,,,0.0,0.0,2,2,0,0,0,0,0
W2746552392,https://doi.org/10.1016/j.orl.2017.08.005,2017,2017-08-16,article,5,False,7,5,1,3,5,-0.0390625,403.3146752508855,141.88888888888889,6.0,,,,4.0,4.0,1,2,0,0,0,0,0
W2995252281,https://doi.org/10.1016/j.sleep.2019.11.598,2019,2019-12-01,article,5,False,0,5,4,5,5,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W3008152634,https://doi.org/10.2139/ssrn.3428896,2019,2019-01-01,article,5,False,76,5,3,4,4,-4.4346881305572186e-05,654.8343374467958,99.34275457837998,351.0,,,,3.5,2.0,3,2,0,0,0,0,0
W4229767539,https://doi.org/10.3982/te4173,2021,2021-01-01,article,5,False,26,5,5,5,5,-0.000254000508001,1038.9761873383454,255.1501484414933,105.0,,,,0.9999999999999998,2.0,3,4,0,0,0,0,0
W4390447691,https://doi.org/10.1080/10503307.2023.2297995,2023,2023-12-30,article,1,False,42,1,1,1,1,4.261121527185955e-05,118.15127684719918,17.71439114312711,153.0,,,,0.0,0.0,8,5,0,0,0,0,0
W4391144065,https://doi.org/10.3389/fneur.2023.1270555,2024,2024-01-23,article,1,False,20,1,1,1,1,-0.0024390243902439,13.843209674257514,1.5811388300841895,36.0,,,,0.0,0.0,5,3,0,0,0,0,0
W2993817511,https://doi.org/10.1016/j.aim.2019.106933,2019,2019-12-02,article,66,False,25,66,40,66,66,-0.0454545454545454,296.9808567562331,52.89375403464597,78.0,,,,0.0,0.0,2,3,0,0,0,0,0
W3181793946,https://doi.org/10.1017/9781108917612.012,2021,2021-05-10,book-chapter,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3182598767,,2021,2021-06-04,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3214484205,,2021,2021-04-27,article,0,False,0,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W3094008430,https://doi.org/10.1007/s10608-020-10168-3,2020,2020-10-21,article,9,False,43,9,8,9,9,-0.0003764493299201,364.76812542745074,65.91483805380115,136.0,,,,0.0,0.0,13,5,0,0,0,0,0
W3102997183,https://doi.org/10.1016/j.isci.2020.101835,2020,2020-11-20,article,9,False,65,8,8,8,8,-4.365115741043874e-06,95.5086998616391,-6.024053457054834,153.0,,,,0.0,0.0,4,2,0,0,0,0,0
W3118963956,https://doi.org/10.1016/j.genhosppsych.2020.12.009,2021,2021-01-11,article,9,False,57,8,8,8,8,-0.0005311614730878,29.767654950465943,0.8081560718836819,276.0,,,,0.0,0.0,8,5,0,0,0,0,0
W2899458638,https://doi.org/10.1186/s40814-018-0360-y,2018,2018-11-01,article,13,False,34,13,5,12,13,-4.643280013001184e-06,38.090067269707234,0.3919715295241096,210.0,,,,4.625,3.0,6,5,0,0,0,0,0
W2923533129,https://doi.org/10.1177/1178638819834526,2019,2019-01-01,review,13,False,102,11,3,11,11,0.0002900232018561,,,,,,,3.0,2.0,2,1,0,0,0,0,0
W4211133211,https://doi.org/10.1017/9781316798539,2020,2020-05-12,book,13,False,177,12,9,11,11,-0.0001028785415937,,,,,,,18.0,6.0,4,2,0,0,0,0,0
W4387410378,https://doi.org/10.1016/j.fertnstert.2023.08.368,2023,2023-10-01,article,1,False,0,1,1,1,1,0.0,,,,,,,0.0,0.0,0,0,0,0,0,0,0
W4391743083,https://doi.org/10.1109/ddp60485.2023.00018,2023,2023-11-27,article,1,False,39,1,1,1,1,2.590740692764061e-05,,,,,,,0.0,0.0,5,3,0,0,0,0,0
W3123807374,https://doi.org/10.1080/1540496x.2017.1286587,2017,2017-09-29,article,24,False,105,23,11,17,23,-6.499529712600081e-06,253.3724496978627,34.83273221897451,528.0,,,,0.0,0.0,1,1,0,0,0,0,0
W3153348583,https://doi.org/10.1007/s11071-021-06379-2,2021,2021-04-16,article,23,False,47,23,23,23,23,-0.0062408223201174,14.538461538461537,-22.62311321068446,253.0,,,,0.0,0.0,1,1,0,0,0,0,0
W2756896441,https://doi.org/10.1140/epjst/e2018-00083-5,2018,2018-09-01,article,22,False,65,18,8,13,18,-0.0009454029780193,271.85356852969164,10.653455966540047,435.0,,,,9.833333333333332,4.0,4,4,0,0,0,0,0
W4389737037,https://doi.org/10.3390/brainsci13121714,2023,2023-12-14,article,0,False,55,0,0,0,0,0.0,78.50421967166906,0.7192844363008041,276.0,,,,,,0,0,0,0,0,0,0
W4391742719,https://doi.org/10.1109/ddp60485.2023.00024,2023,2023-11-27,article,0,False,41,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4391743098,https://doi.org/10.1109/ddp60485.2023.00032,2023,2023-11-27,article,0,False,36,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W4393286392,https://doi.org/10.1016/b978-0-323-99967-0.00196-4,2024,2024-03-28,book-chapter,0,False,47,0,0,0,0,0.0,,,,,,,,,0,0,0,0,0,0,0
W2407068838,https://doi.org/10.1093/database/bav066,2015,2015-01-01,article,8,False,28,8,3,6,8,-6.381417312785169e-05,251.4021649892107,28.425428319101503,78.0,,,,1.5,1.0,7,3,0,0,0,0,0
W2513897695,https://doi.org/10.1016/j.apmr.2016.07.024,2016,2016-09-02,article,8,False,67,8,3,6,8,-2.664606037997282e-05,16.789016461777436,-4.652571695126925,595.0,,,,6.5,3.0,4,2,0,0,0,0,0
W2545883516,https://doi.org/10.1038/nn.4433,2016,2016-10-31,article,238,False,56,233,100,161,233,-0.0156886024423337,563.304821670204,31.216441581493097,120.0,,,,-1.2801916221033869,1.0,5,5,8,0,0,0,0
W2113645453,https://doi.org/10.1016/j.clinph.2015.10.040,2015,2015-11-10,article,30,False,49,30,7,15,30,-0.0006291039201038,73.1010157578532,-1.9956438984712892,171.0,,,,0.8333333333333333,1.0,11,4,0,0,0,0,0
